Ticker,Name,Year,Sector,Market Cap (B HKD),Revenue (B HKD),EPS (HKD),First_Close,Last_Close,Close_Difference,Dividends,Growth (%),ROA (%),PE_Ratio
1898.HK,CHINA COAL,2021,Energy,140.759416832,263.81128290000004,1.144,1.86145,3.66618,1.80473,0.160897,105.6,13.91,3.2047027972027977
0027.HK,GALAXY ENT,2021,Consumer Cyclical,140.433965056,19.69553,0.305,58.76221,39.04594,-19.71627,0.0,-33.55,4.52,128.01947540983608
3692.HK,HANSOH PHARMA,2021,Healthcare,139.429953536,10.9286551,0.5060000000000001,35.77529,18.26056,-17.514729999999997,0.1542,-48.53,14.71,36.08806324110672
0390.HK,CHINA RAILWAY,2021,Industrials,139.091574784,1180.5988975,1.1407,2.75351,3.55545,0.8019400000000001,0.21671,36.99,3.51,3.116901902340668
1880.HK,CTG DUTY-FREE,2021,Consumer Cyclical,138.950656,74.443066602388,5.43884,,,,0.0,,32.63,
1800.HK,CHINA COMM CONS,2021,Industrials,138.827759616,751.0635,1.144,2.51331,3.42833,0.9150199999999996,0.21422,44.93,4.77,2.996791958041958
2338.HK,WEICHAI POWER,2021,Consumer Cyclical,138.209984512,242.236572961746,1.243,13.82191,13.42981,-0.392100000000001,0.502,0.8,9.91,10.804352373290426
1913.HK,PRADA,2021,Consumer Cyclical,137.792454656,3.365667,0.115,46.99971,47.48215,0.4824399999999968,0.32739,1.72,15.69,412.88826086956516
1378.HK,CHINAHONGQIAO,2021,Basic Materials,137.09545472,125.94003510000002,1.9492000000000005,5.21414,6.54128,1.32714,0.95,43.67,19.2,3.3558793351118403
1787.HK,SD GOLD,2021,Basic Materials,135.74979584,37.328456498234004,-0.099,18.16374,13.09352,-5.070220000000001,0.06065,-27.58,4.57,
3908.HK,CICC,2021,Financial Services,133.360877568,45.45935641060001,2.3760000000000003,20.19717,20.13718,-0.0599899999999991,0.217,0.78,3.8,8.475244107744107
9987.HK,YUM CHINA,2021,Consumer Cyclical,131.764625408,76.8534,18.252,442.81409,380.60324,-62.21084999999999,3.750864,-13.2,9.45,20.852686828840678
1038.HK,CKI HOLDINGS,2021,Utilities,130.51580416,7.048,2.98,33.556,41.5239,7.9679,2.48,31.14,5.48,13.934194630872483
0003.HK,HK & CHINA GAS,2021,Utilities,130.43269632,53.5637,0.269,9.31114,10.43065,1.11951,0.35,15.78,7.78,38.775650557620814
6618.HK,JD HEALTH,2021,Healthcare,129.426653184,33.75049370000001,-0.385,146.2,61.8,-84.39999999999999,0.0,-57.73,-1.91,
0753.HK,AIR CHINA,2021,Industrials,128.686317568,81.984837,-1.331,6.05,5.44,-0.6099999999999994,0.0,-10.08,1.7,
0914.HK,CONCH CEMENT,2021,Basic Materials,128.532348928,184.7556620371,6.908000000000001,37.21542,31.61988,-5.595540000000003,2.56258,-8.15,23.89,4.577284308048638
0486.HK,RUSAL,2021,Basic Materials,128.137977856,93.5532,1.6536,3.46775,7.45911,3.99136,0.0,115.1,22.05,4.5108309143686505
1776.HK,GF SEC,2021,Financial Services,126.30269952,36.062192655918004,1.562,8.3417,12.08461,3.74291,0.541914,51.37,7.86,7.7366261203585145
1928.HK,SANDS CHINA LTD,2021,Consumer Cyclical,126.094860288,22.4172,-1.0101,33.95,18.16,-15.790000000000004,0.0,-46.51,0.25,
6806.HK,SWHY,2021,Financial Services,122.464821248,36.881341962344,0.418,1.78181,1.6387,-0.1431099999999998,0.120877,-1.25,17.03,3.9203349282296656
0992.HK,LENOVO GROUP,2021,Technology,121.19392256,473.7900336,0.74412,6.3803,7.81723,1.4369300000000005,0.32,27.54,8.52,10.50533516099554
1171.HK,YANKUANG ENERGY,2021,Energy,118.476570624,167.1898767,1.8839898,2.27192,5.92959,3.65767,0.248564,171.94,15.25,3.147357804166456
0012.HK,HENDERSON LAND,2021,Real Estate,115.951296512,23.527,2.73,23.79299,26.86782,3.0748299999999986,1.8,20.49,2.98,9.841692307692307
1113.HK,CK ASSET,2021,Real Estate,114.792783872,62.094,5.77,33.15044,42.09606,8.945619999999998,1.87,32.63,6.25,7.2956776429809365
2057.HK,ZTO EXPRESS-W,2021,Industrials,114.711396352,33.4464229,6.38,223.5672,213.37332,-10.193880000000007,1.953625,-3.69,14.17,33.44409404388715
6181.HK,LAOPU GOLD,2021,Consumer Cyclical,113.816100864,1.3910633,0.7728116,,,,0.0,,21.39,
0916.HK,CHINA LONGYUAN,2021,Utilities,113.785831424,43.882165366314005,0.98131,8.00361,17.16011,9.1565,0.1422,116.18,11.74,17.486940925905166
1876.HK,BUD APAC,2021,Consumer Defensive,113.592590336,52.9464,0.56082,23.41562,19.19328,-4.222339999999999,0.2196,-17.09,12.9,34.22360115545095
0902.HK,HUANENG POWER,2021,Utilities,112.044736512,225.5874462908,-0.8470000000000001,2.57969,5.01369,2.4340000000000006,0.2151,102.69,3.69,
2600.HK,CHALCO,2021,Basic Materials,111.110995968,328.773885,0.3586,2.80615,4.14195,1.3357999999999994,0.0,47.6,12.19,11.550334634690463
1186.HK,CHINA RAIL CONS,2021,Industrials,110.977286144,1122.0111969,1.7600000000000002,3.28222,4.21801,0.9357899999999996,0.2761,36.92,4.84,2.3965965909090903
0006.HK,POWER ASSETS,2021,Utilities,110.711169024,6.172,2.88,33.0423,39.84724,6.804940000000002,2.8200000000000003,29.13,6.79,13.835847222222222
1929.HK,CHOW TAI FOOK,2021,Consumer Cyclical,109.261160448,70.1638,0.603,8.16019,12.10245,3.942259999999999,0.4599999999999999,53.95,16.93,20.07039800995025
6969.HK,SMOORE INTL,2021,Consumer Defensive,109.041655808,15.130766200000002,0.97394,63.85066,37.99747,-25.85319,0.48,-39.74,30.41,39.01417951824548
2727.HK,SH ELECTRIC,2021,Industrials,106.790240256,143.287375,-0.7040000000000001,2.41988,2.38,-0.0398800000000001,0.08618,1.91,-2.87,
1055.HK,CHINA SOUTH AIR,2021,Industrials,104.277426176,111.80840000000002,-0.8250000000000001,4.75,4.67,-0.08,0.0,-1.68,4.74,
0836.HK,CHINA RES POWER,2021,Utilities,101.57391872,90.414166,0.44,6.87656,22.68112,15.80456,0.656,239.37,7.19,51.548
1972.HK,SWIREPROPERTIES,2021,Real Estate,97.071284224,16.318,1.22,17.99739,15.72423,-2.273159999999999,0.92,-7.52,2.96,12.888713114754099
2269.HK,WUXI BIO,2021,Healthcare,94.2268416,11.319055,0.8910000000000001,103.2,92.55,-10.650000000000006,0.0,-10.32,11.28,103.87205387205385
0168.HK,TSINGTAO BREW,2021,Consumer Defensive,93.419954176,33.18348591470001,2.5608,78.03448,67.70735,-10.327129999999997,0.9,-12.08,13.26,26.439921118400502
0316.HK,OOIL,2021,Industrials,90.603175936,131.291043,86.42399999999999,46.74928,125.55812,78.80884,20.483,212.39,50.28,1.4528154216421365
1179.HK,HWORLD-S,2021,Consumer Cyclical,89.16578304,14.063500000000001,-0.165,35.17271,28.88125,-6.291460000000001,0.0,-17.89,2.61,
2016.HK,CZBANK,2021,Financial Services,89.099173888,46.0416,0.5874792000000001,2.68233,2.47814,-0.2041900000000001,0.381116,6.6,1.3,4.2182599826513
6862.HK,HAIDILAO,2021,Consumer Cyclical,88.589402112,43.0063997,-0.8580000000000001,58.88554,16.18957,-42.69597,0.021,-72.47,8.09,
3996.HK,CH ENERGY ENG,2021,Industrials,88.105558016,354.5504215,0.209,0.67207,1.21201,0.5399400000000001,0.027316,84.4,4.38,5.79909090909091
6823.HK,HKT-SS,2021,Communication Services,87.11663616,33.961,0.6349,7.44568,8.31342,0.8677400000000004,0.7167,21.28,11.54,13.094062057016854
2367.HK,GIANT BIOGENE,2021,Consumer Defensive,86.906191872,1.7077346000000002,0.918654,,,,0.0,,13.92,
0291.HK,CHINA RES BEER,2021,Consumer Defensive,86.614802432,36.7257,1.551,69.70508,60.59056,-9.114519999999992,0.475,-12.39,16.94,39.06548033526757
3618.HK,CQRC BANK,2021,Financial Services,86.302072832,34.115339500000005,0.924,2.12434,2.05556,-0.0687800000000002,0.268707,9.41,10.1,2.2246320346320343
2313.HK,SHENZHOU INTL,2021,Consumer Cyclical,85.909020672,26.229506600000004,2.4640000000000004,137.42796,138.60811,1.1801499999999976,2.16,2.43,13.38,56.25329139610389
9863.HK,LEAPMOTOR,2021,Consumer Cyclical,85.766627328,3.4452649000000006,-2.739419100000001,,,,0.0,,-22.52,
0288.HK,WH GROUP,2021,Consumer Defensive,85.705736192,212.8854,0.5889,5.06155,3.78199,-1.2795600000000005,0.175,-21.82,12.94,6.422125997622686
0670.HK,CHINA EAST AIR,2021,Industrials,84.56081408,73.8397,-0.79992,3.43,2.95,-0.48,0.0,-13.99,2.88,
0241.HK,ALI HEALTH,2021,Healthcare,84.481949696,17.070314800000002,0.02893,21.6,6.59,-15.010000000000002,0.0,-69.49,2.75,227.79122018665743
1209.HK,CHINA RES MIXC,2021,Real Estate,84.452507648,9.7629224,0.8316000000000001,33.96907,33.21864,-0.7504300000000015,0.158,-1.74,12.91,39.94545454545454
0087.HK,SWIRE PACIFIC B,2021,Industrials,84.087472128,91.229,2.24,4.68813,5.07337,0.3852399999999996,0.4,16.75,3.65,2.2648973214285713
1801.HK,INNOVENT BIO,2021,Healthcare,83.545653248,4.6967019,-2.068,81.25,48.25,-33.0,0.0,-40.62,-16.08,
0019.HK,SWIRE PACIFIC A,2021,Industrials,82.41225728,91.229,2.24,30.94674,32.03349,1.086750000000002,2.0,9.97,3.65,14.300665178571428
9660.HK,HORIZONROBOT-W,2021,Technology,82.072420352,0.5133920000000001,-0.1740178,,,,0.0,,-20.05,
2202.HK,CHINA VANKE,2021,Real Estate,81.916297216,498.0775513715541,2.134,21.22819,15.80073,-5.427460000000002,1.499916,-18.5,3.8,7.404278350515464
6990.HK,SKB BIO-B,2021,Healthcare,81.163706368,0.0355542,-4.5349623,,,,0.0,,-102.06,
2238.HK,GAC GROUP,2021,Consumer Cyclical,80.896753664,83.2433415011,0.792,7.26743,6.66533,-0.6021000000000001,0.239959,-4.98,9.49,8.415820707070706
3958.HK,DFZQ,2021,Financial Services,80.345284608,25.218285343691,0.792,4.33188,5.58785,1.2559700000000005,0.301305,35.95,24.17,7.055366161616162
0285.HK,BYD ELECTRONIC,2021,Technology,78.073380864,97.96267580000001,1.1330000000000002,40.08361,27.6995,-12.38411,0.29291,-30.16,13.53,24.447925860547215
0177.HK,JIANGSU EXPRESS,2021,Industrials,76.575719424,15.686586143998,0.93456,6.72498,6.54067,-0.1843099999999999,0.5579,5.56,11.23,6.998662472179422
9926.HK,AKESO,2021,Healthcare,74.947510272,0.24818860000000004,-1.4520000000000002,39.8,34.0,-5.799999999999997,0.0,-14.57,-27.23,
0322.HK,TINGYI,2021,Consumer Defensive,74.7126784,81.4905212,0.74327,10.90742,14.09323,3.18581,0.96557,38.06,16.73,18.96111776339688
6178.HK,EB SECURITIES,2021,Financial Services,74.631544832,18.303874928383003,0.792,5.68582,5.13408,-0.5517399999999997,0.190587,-6.35,36.21,6.482424242424242
2618.HK,JD LOGISTICS,2021,Industrials,74.481106944,115.16274220000001,-3.5090000000000003,41.7,26.5,-15.200000000000005,0.0,-36.45,-10.2,
0083.HK,SINO LAND,2021,Real Estate,74.29881856,24.54534572,1.33,7.88963,7.80478,-0.0848500000000003,0.42,4.25,7.28,5.868255639097744
1177.HK,SINO BIOPHARM,2021,Healthcare,72.469487616,29.547491600000004,0.8561300000000001,7.15178,5.09919,-2.0525899999999995,0.04,-28.14,36.11,5.9560931166995665
9866.HK,NIO-SW,2021,Consumer Cyclical,72.43317248,39.7500653,-7.392,,,,0.0,,-1.31,
2319.HK,MENGNIU DAIRY,2021,Consumer Defensive,71.966081024,96.95562250000002,1.4014000000000002,44.36027,41.32308,-3.0371900000000025,0.326,-6.11,10.1,29.486998715570138
2382.HK,SUNNY OPTICAL,2021,Technology,71.489077248,41.2465372,5.02172,172.22116,241.24504,69.02387999999999,1.057,40.69,21.63,48.040320846243915
6066.HK,CSC,2021,Financial Services,70.66353664,41.2540414,1.375,8.83991,7.34627,-1.49364,0.450153,-11.8,5.1,5.342741818181818
0960.HK,LONGFOR GROUP,2021,Real Estate,69.026390016,245.71302470000003,4.455,36.13532,31.26765,-4.86767,1.8236,-8.42,6.16,7.018552188552189
2688.HK,ENN ENERGY,2021,Utilities,68.730191872,102.42430000000002,7.568,102.36728,132.26096,29.893680000000018,2.69,31.83,15.6,17.47634249471459
0358.HK,JIANGXI COPPER,2021,Basic Materials,67.71402752,487.04443717709995,1.793,11.19633,10.87817,-0.3181599999999989,0.1217,-1.75,6.89,6.067021751254881
1093.HK,CSPC PHARMA,2021,Healthcare,67.253788672,30.653557000000003,0.51579,7.00974,7.56302,0.55328,0.1699999999999999,10.32,24.44,14.662982996956126
0135.HK,KUNLUN ENERGY,2021,Energy,66.847481856,152.4017,2.9238,4.29184,6.31062,2.0187800000000005,2.553,106.52,13.26,2.1583624050892674
0293.HK,CATHAY PAC AIR,2021,Industrials,66.583502848,45.587,-0.951,6.42553,5.64775,-0.7777799999999999,0.0,-12.1,4.69,
1157.HK,ZOOMLION,2021,Industrials,66.517991424,73.843689499019,0.8360000000000001,7.33228,3.85163,-3.48065,0.3868,-42.19,8.34,4.607212918660287
2607.HK,SH PHARMA,2021,Healthcare,65.973399552,237.406684938841,1.9690000000000003,11.23085,12.94324,1.7123899999999992,0.576195,20.38,7.1,6.573509395632299
1308.HK,SITC,2021,Industrials,63.675359232,23.4970866,3.432,10.24621,17.82601,7.5798,3.2,105.21,49.02,5.194058857808858
1818.HK,ZHAOJIN MINING,2021,Basic Materials,63.0545408,7.545390600000001,0.011,9.36294,6.61283,-2.7501100000000003,0.0608,-28.72,4.51,601.1663636363636
2196.HK,FOSUN PHARMA,2021,Healthcare,62.829338624,42.91230270973801,2.035,32.30684,32.15299,-0.1538499999999985,1.08373197,2.88,10.26,15.799995085995086
0151.HK,WANT WANT CHINA,2021,Consumer Defensive,62.674460672,24.198240000000006,0.37213,4.72638,6.20182,1.47544,0.1783,34.99,25.16,16.665735092575172
0004.HK,WHARF HOLDINGS,2021,Real Estate,62.648614912,22.378,1.97,18.39697,22.24804,3.85107,0.4,23.11,4.06,11.293421319796954
2799.HK,CITIC FAMC,2021,Financial Services,62.592425984,25.606952800000006,0.011,0.84,1.02,0.18,0.0,21.43,27.54,92.72727272727273
9901.HK,NEW ORIENTAL-S,2021,Consumer Defensive,62.549839872,33.3570042,1.56,143.01988,16.09972,-126.92016,0.0,-88.74,5.44,10.320333333333334
0598.HK,SINOTRANS,2021,Industrials,62.420410368,136.783234036229,0.55,1.96862,1.79294,-0.17568,0.1428,-1.67,10.73,3.2598909090909087
2076.HK,BOSS ZHIPIN-W,2021,Communication Services,62.022529024,4.6850408,-2.563,,,,0.0,,-6.83,
1071.HK,HUADIAN POWER,2021,Utilities,61.954678784,115.06829070000002,-0.671,1.49818,2.79348,1.2953,0.300129,106.49,3.52,
1618.HK,MCC,2021,Industrials,61.818576896,550.6288117,0.385,1.15895,1.70834,0.54939,0.090154,55.18,3.97,4.437246753246753
1772.HK,GANFENGLITHIUM,2021,Basic Materials,61.786836992,12.278435863331,2.9370000000000003,68.98115,81.17638,12.195229999999995,0.260901,18.06,18.04,27.63921688798093
9626.HK,BILIBILI-W,2021,Communication Services,59.873787904,21.3220524,-19.657000000000004,800.0,360.60001,-439.39999,0.0,-54.92,-8.36,
0144.HK,CHINA MER PORT,2021,Industrials,59.10798336,11.85,2.039249,7.32397,11.57676,4.25279,0.73,68.03,8.24,5.676972257924364
3898.HK,TIMES ELECTRIC,2021,Industrials,58.899062784,16.306426924700002,1.793,33.84749,42.32467,8.477179999999997,0.54731,26.66,6.82,23.605504740658116
1347.HK,HUA HONG SEMI,2021,Technology,58.8754944,12.7198812,1.5678,41.04789,42.63428,1.5863899999999944,0.0,3.86,10.12,27.193698175787723
6198.HK,QINGDAO PORT,2021,Industrials,58.723885056,18.4719291669,0.671,3.67646,3.52532,-0.1511400000000002,0.31473,4.45,12.66,5.253830104321907
1997.HK,WHARF REIC,2021,Real Estate,58.72068608,16.043,1.45,34.06026,33.97069,-0.0895700000000019,1.36,3.73,2.57,23.428062068965517
3311.HK,CHINA STATE CON,2021,Industrials,58.1044224,77.309614,0.0135,3.60119,8.18428,4.583089999999999,0.39,138.1,5.79,606.2429629629629
1072.HK,DONGFANG ELEC,2021,Industrials,57.948266496,52.601083634517,0.803,5.28569,11.78969,6.504,0.216102,127.14,3.84,14.682054794520548
1456.HK,GLMS SEC,2021,Financial Services,57.890512896,3.3208296000000006,0.396,3.59162,3.93489,0.3432700000000004,0.130092,13.18,3.82,9.93659090909091
1364.HK,GUMING,2021,Consumer Cyclical,57.790017536,4.8222911,0.0094974,,,,0.0,,17.34,
1099.HK,SINOPHARM,2021,Healthcare,57.607380992,573.1563585,2.7390000000000003,16.19682,14.95588,-1.2409399999999984,0.839416,-2.48,8.09,5.4603431909456
1519.HK,J&T EXPRESS-W,2021,Industrials,55.574499328,37.84404,-5.3524224,,,,0.0,,-88.62,
0991.HK,DATANG POWER,2021,Utilities,54.552576,113.97088340000002,-0.6261200000000001,0.90119,1.71445,0.81326,0.10924,102.36,3.26,
2883.HK,CHINA OILFIELD,2021,Energy,54.395949056,32.1233022737,0.07216,5.96345,6.37618,0.4127299999999998,0.206224,10.38,8.86,88.36169623059867
1821.HK,ESR,2021,Real Estate,54.269186048,3.1545228,0.858,26.0002,25.14148,-0.8587199999999982,0.0,-3.3,7.17,29.302424242424244
3969.HK,CHINA CRSC,2021,Industrials,54.025990144,42.194126819658,0.33,1.99862,2.35624,0.35762,0.242769,30.04,5.1,7.140121212121212
0020.HK,SENSETIME-W,2021,Technology,53.66073344,5.1702893,-0.5664879,4.13,5.5,1.37,0.0,33.17,-48.98,
6693.HK,CHIFENG GOLD,2021,Basic Materials,53.5945216,4.160886497031001,0.385,,,,0.0,,21.31,
3808.HK,SINOTRUK,2021,Industrials,53.452767232,102.69273410000001,1.7270000000000003,15.09929,10.00728,-5.09201,1.04,-26.84,7.6,5.794603358425014
3998.HK,BOSIDENG,2021,Consumer Cyclical,53.045358592,14.868164300000002,0.17578,3.44092,4.15174,0.71082,0.145,24.87,18.55,23.618955512572537
6186.HK,CHINA FEIHE,2021,Consumer Defensive,52.771393536,25.053891500000002,0.8470000000000001,14.15475,8.08125,-6.073499999999999,0.4558999999999999,-39.69,35.45,9.541027154663519
3888.HK,KINGSOFT,2021,Communication Services,52.632756224,7.008546600000001,0.319,53.94329,33.75134,-20.19195,0.2,-37.06,4.51,105.80357366771159
1193.HK,CHINA RES GAS,2021,Utilities,50.62590464,79.64203,2.82,36.29435,38.83469,2.5403400000000005,0.93,9.56,13.41,13.771166666666668
3660.HK,QFIN-S,2021,Financial Services,49.05412608,15.710829200000003,20.702,,,,0.0,,23.59,
1318.HK,MAO GEPING,2021,Consumer Defensive,49.018699776,1.7350817000000003,1.5031049000000003,,,,0.0,,49.32,
2638.HK,HKELECTRIC-SS,2021,Utilities,48.864190464,11.344,0.3319,6.02384,6.24991,0.22607,0.3203,9.07,6.94,18.830702018680327
9896.HK,MNSO,2021,Consumer Cyclical,48.763707392,9.9788249,-1.298,,,,0.0,,-9.48,
1138.HK,COSCO SHIP ENGY,2021,Energy,48.537686016,13.909170000000001,-1.15148,2.67746,2.69294,0.0154800000000001,0.24036,9.56,-1.64,
0780.HK,TONGCHENGTRAVEL,2021,Consumer Cyclical,47.856017408,8.2913116,0.363,14.83886,14.30394,-0.5349199999999996,0.0,-3.6,7.99,39.40479338842975
0268.HK,KINGDEE INT'L,2021,Technology,47.691264,4.5915617,-0.10153,30.3,24.0,-6.300000000000001,0.0,-20.79,0.61,
2268.HK,WUXI XDC,2021,Healthcare,45.780381696,0.3422441,0.0512732,,,,0.0,,10.79,
2018.HK,AAC TECH,2021,Technology,45.152559104,19.4336637,1.1990000000000005,43.411,30.45332,-12.95768,0.4,-28.93,11.86,25.398932443703078
1735.HK,CENTRAL NEW EGY,2021,Industrials,44.68992,1.086236,0.014675,0.8825,2.3275,1.4450000000000005,0.0,163.74,11.96,158.603066439523
0874.HK,BAIYUNSHAN PH,2021,Healthcare,44.453593088,75.91545758173301,2.5168,16.01885,19.70301,3.684159999999999,0.6547,27.09,9.68,7.8285958359822
0247.HK,TST PROPERTIES,2021,Real Estate,43.29111552,24.585151818,2.77,21.35572,21.58018,0.224459999999997,0.55,3.63,7.25,7.79067870036101
9899.HK,NETEASE MUSIC,2021,Communication Services,42.619420672,7.697384200000001,-17.512,199.89999,157.2,-42.699990000000014,0.0,-21.36,-23.85,
2282.HK,MGM CHINA,2021,Consumer Cyclical,42.618834944,9.410814,-1.012,11.40685,4.45904,-6.9478100000000005,0.0,-60.91,-1.41,
0966.HK,CHINA TAIPING,2021,Financial Services,42.553196544,318.769328,2.091,12.02318,9.48396,-2.5392200000000003,0.4,-17.79,6.16,4.535609756097561
9880.HK,UBTECH ROBOTICS,2021,Industrials,42.410688512,0.8989530000000001,-2.4223914,,,,0.0,,-31.72,
0220.HK,U-PRESID CHINA,2021,Consumer Defensive,42.37262848,27.753674300000004,0.38214,6.08338,6.18406,0.1006799999999996,0.4536,9.11,16.96,16.18270790809651
2588.HK,BOC AVIATION,2021,Industrials,42.26521088,15.9142464,6.3180000000000005,54.22854,49.90674,-4.321800000000003,1.7651,-4.71,6.45,7.899135802469135
3698.HK,HUISHANG BANK,2021,Financial Services,41.530503168,36.9756134,0.8360000000000001,2.14533,2.21317,0.0678399999999999,0.0,3.16,21.53,2.647332535885167
0008.HK,PCCW,2021,Communication Services,41.25984768,35.455,0.1346,3.2274,2.98318,-0.2442199999999998,0.3236,2.46,12.46,22.16329866270431
1508.HK,CHINA RE,2021,Financial Services,41.205407744,181.0785526,0.154,0.63057,0.62115,-0.0094199999999999,0.049223,6.31,19.91,4.033441558441559
3759.HK,PHARMARON,2021,Healthcare,40.876163072,8.188146696818,1.0257863,55.95288,50.7853,-5.167580000000001,0.161169,-8.95,14.91,49.50865497033836
0921.HK,HISENSE HA,2021,Consumer Cyclical,40.747020288,74.318864033491,0.781,10.12155,8.38444,-1.7371099999999997,0.417117,-13.04,8.02,10.735518565941101
9698.HK,GDS-SW,2021,Technology,40.74571776,8.6005491,-0.99,91.8,45.25,-46.55,0.0,-50.71,5.16,
1585.HK,YADEA,2021,Consumer Cyclical,40.74256384,29.664285200000005,0.5258,14.57781,13.98686,-0.5909499999999994,0.19,-2.75,9.98,26.601103081019396
0392.HK,BEIJING ENT,2021,Industrials,40.633397248,72.40001645991184,7.067201900000001,20.20518,22.36663,2.161450000000002,1.14,16.34,9.2,3.1648494434551244
0270.HK,GUANGDONG INV,2021,Utilities,40.534482944,29.715492,0.7184,10.50626,7.73943,-2.76683,0.5947,-20.67,8.37,10.773148663697103
1359.HK,CHINA CINDA,2021,Financial Services,39.69107968,54.24802240000001,0.319,1.05787,1.12376,0.06589,0.124979,18.04,31.65,3.5227586206896553
0412.HK,SDHG,2021,Financial Services,39.427268608,1.1722271,-0.05742,1.56,3.2,1.64,0.0,105.13,1.4,
2331.HK,LI NING,2021,Consumer Cyclical,39.349358592,24.829509100000003,1.7611,49.54767,79.59933,30.05166,0.2486,61.15,23.74,45.19864289364601
2380.HK,CHINA POWER,2021,Utilities,39.089831936,39.0243733,-0.044,1.37318,4.69123,3.31805,0.1556,252.96,6.97,
0384.HK,CHINA GAS HOLD,2021,Utilities,38.954274816,69.975381,2.01,24.56688,13.26612,-11.30076,0.55,-43.76,12.54,6.600059701492539
2208.HK,GOLDWIND,2021,Industrials,38.697050112,55.991060622552,0.93896,15.05963,13.69021,-1.36942,0.30014,-7.1,7.45,14.580184459401892
0576.HK,ZHEJIANGEXPRESS,2021,Industrials,38.48019968,17.8888611,1.1152460000000002,4.40505,4.97228,0.5672299999999995,0.390796,21.75,8.09,4.45846028589208
6963.HK,SUNSHINE INS,2021,Financial Services,38.41501184,131.615,0.627,,,,0.0,,74.4,
9696.HK,TIANQI LITHIUM,2021,Basic Materials,38.158364672,8.3576493,2.4458027,,,,0.0,,18.04,
2039.HK,CIMC,2021,Industrials,37.367463936,180.065578,1.32,6.65534,8.04737,1.392030000000001,0.226667,24.32,11.74,6.096492424242425
3347.HK,TIGERMED,2021,Healthcare,36.440625152,5.7348918594,3.641000000000001,187.66667,95.48931,-92.17736,0.361881,-48.92,18.06,26.22612194452073
0325.HK,BLOKS,2021,Consumer Cyclical,36.141395968,0.3627492,-2.2895114,,,,0.0,,-23.14,
1963.HK,BCQ,2021,Financial Services,35.700273152,15.298761500000001,1.408,3.07295,3.08987,0.0169199999999998,0.449954,15.19,10.44,2.194509943181818
9985.HK,WL DELICIOUS,2021,Consumer Defensive,34.985111552,5.28022,0.3867908,,,,0.0,,25.61,
